"","campo","code","name","percent"
"1384","Matemáticas","34","Profesionales de apoyo en finanzas y matemáticas",0.66
"1385","Matemáticas","29","Profesionales de la cultura y el espectáculo",0.53
"1386","Matemáticas","25","Profesionales en derecho",0.52
"1387","Matemáticas","52","Dependientes en tiendas y almacenes",0.49
"1388","Matemáticas","55","Cajeros y taquilleros (excepto bancos)",0.49
"1389","Matemáticas","77","Trabajadores de la industria de la alimentación, bebidas y tabaco",0.28
"1390","Matemáticas","54","Vendedores (excepto en tiendas y almacenes)",0.26
"1391","Matemáticas","35","Representantes, agentes comerciales y afines",0.25
"1392","Matemáticas","31","Técnicos de las ciencias y de las ingenierías",0.24
"1393","Matemáticas","00","Ocupaciones militares",0.23
"1394","Matemáticas","15","Directores y gerentes de otras empresas de servicios no clasificados bajo otros epígrafes",0.23
"1395","Matemáticas","28","Profesionales en ciencias sociales",0.23
"1396","Matemáticas","57","Otros trabajadores de los cuidados a las personas",0.22
"1397","Matemáticas","59","Trabajadores de los servicios de protección y seguridad",0.16
"1398","Estadística","27","Profesionales de las tecnologías de la información",19.65
"1399","Estadística","24","Profesionales de la ciencias físicas, químicas, matemáticas y de las ingenierías",13.67
"1400","Estadística","26","Especialistas en organización de la administración pública y de las empresas y en la
comercialización",13.52
"1401","Estadística","38","Técnicos de las tecnologías de la información y las comunicaciones (tic)",11.92
"1402","Estadística","22","Profesionales de la enseñanza infantil, primaria, secundaria y postsecundaria",11.44
"1403","Estadística","36","Profesionales de apoyo a la gestión administrativa; técnicos de las fuerzas y cuerpos de
seguridad",6.33
"1404","Estadística","41","Empleados en servicios contables, financieros, y de servicios de apoyo a la producción y al
transporte",5.33
"1405","Estadística","31","Técnicos de las ciencias y de las ingenierías",4.56
"1406","Estadística","43","Otros empleados administrativos sin tareas de atención al público",2.12
"1407","Estadística","34","Profesionales de apoyo en finanzas y matemáticas",1.9
"1408","Estadística","98","Peones del transporte, descargadores y reponedores",1.66
"1409","Estadística","95","Peones agrarios, forestales y de la pesca",1.58
"1410","Estadística","97","Peones de las industrias manufactureras",1.04
"1411","Estadística","35","Representantes, agentes comerciales y afines",0.88
"1412","Estadística","45","Empleados administrativos con tareas de atención al público no clasificados bajo otros
epígrafes",0.88
"1413","Estadística","61","Trabajadores cualificados en actividades agrícolas",0.88
"1414","Estadística","13","Directores de producción y operaciones",0.82
"1415","Estadística","44","Empleados de agencias de viajes, recepcionistas y telefonistas; empleados de ventanilla y
afines (excepto taquilleros)",0.69
"1416","Estadística","23","Otros profesionales de la enseñanza",0.57
"1417","Estadística","54","Vendedores (excepto en tiendas y almacenes)",0.57
"1418","Desarrollo de software y de aplicaciones e Ingeniería multimedia","27","Profesionales de las tecnologías de la información",37.77
"1419","Desarrollo de software y de aplicaciones e Ingeniería multimedia","38","Técnicos de las tecnologías de la información y las comunicaciones (tic)",20.92
"1420","Desarrollo de software y de aplicaciones e Ingeniería multimedia","24","Profesionales de la ciencias físicas, químicas, matemáticas y de las ingenierías",15.27
"1421","Desarrollo de software y de aplicaciones e Ingeniería multimedia","22","Profesionales de la enseñanza infantil, primaria, secundaria y postsecundaria",6.97
"1422","Desarrollo de software y de aplicaciones e Ingeniería multimedia","43","Otros empleados administrativos sin tareas de atención al público",6.37
"1423","Desarrollo de software y de aplicaciones e Ingeniería multimedia","37","Profesionales de apoyo de servicios jurídicos, sociales, culturales, deportivos y afines",4.75
"1424","Desarrollo de software y de aplicaciones e Ingeniería multimedia","26","Especialistas en organización de la administración pública y de las empresas y en la
comercialización",4.13
"1425","Desarrollo de software y de aplicaciones e Ingeniería multimedia","28","Profesionales en ciencias sociales",2.2
"1426","Desarrollo de software y de aplicaciones e Ingeniería multimedia","23","Otros profesionales de la enseñanza",1.62
"1427","Informática","27","Profesionales de las tecnologías de la información",41.48
"1428","Informática","38","Técnicos de las tecnologías de la información y las comunicaciones (tic)",17.66
"1429","Informática","24","Profesionales de la ciencias físicas, químicas, matemáticas y de las ingenierías",10.18
"1430","Informática","22","Profesionales de la enseñanza infantil, primaria, secundaria y postsecundaria",7.36
"1431","Informática","26","Especialistas en organización de la administración pública y de las empresas y en la
comercialización",4.69
"1432","Informática","13","Directores de producción y operaciones",2.61
"1433","Informática","31","Técnicos de las ciencias y de las ingenierías",1.96
"1434","Informática","43","Otros empleados administrativos sin tareas de atención al público",1.29
"1435","Informática","41","Empleados en servicios contables, financieros, y de servicios de apoyo a la producción y al
transporte",1.07
"1436","Informática","23","Otros profesionales de la enseñanza",0.92
"1437","Informática","37","Profesionales de apoyo de servicios jurídicos, sociales, culturales, deportivos y afines",0.9
"1438","Informática","12","Directores de departamentos administrativos y comerciales",0.85
"1439","Informática","28","Profesionales en ciencias sociales",0.84
"1440","Informática","42","Empleados de bibliotecas, servicios de correos y afines",0.8
"1441","Informática","52","Dependientes en tiendas y almacenes",0.8
"1442","Informática","45","Empleados administrativos con tareas de atención al público no clasificados bajo otros
epígrafes",0.7
"1443","Informática","35","Representantes, agentes comerciales y afines",0.62
"1444","Informática","36","Profesionales de apoyo a la gestión administrativa; técnicos de las fuerzas y cuerpos de
seguridad",0.55
"1445","Informática","74","Mecánicos y ajustadores de maquinaria",0.55
"1446","Informática","59","Trabajadores de los servicios de protección y seguridad",0.49
"1447","Informática","84","Conductores de vehículos para el transporte urbano o por carretera",0.41
"1448","Informática","95","Peones agrarios, forestales y de la pesca",0.37
"1449","Informática","97","Peones de las industrias manufactureras",0.37
"1450","Informática","21","Profesionales de la salud",0.35
"1451","Informática","33","Técnicos sanitarios y profesionales de las terapias alternativas",0.34
"1452","Informática","44","Empleados de agencias de viajes, recepcionistas y telefonistas; empleados de ventanilla y
afines (excepto taquilleros)",0.32
"1453","Informática","11","Miembros del poder ejecutivo y de los cuerpos legislativos; directivos de la administración
pública y organizaciones de interés social; directores ejecutivos",0.28
"1454","Informática","34","Profesionales de apoyo en finanzas y matemáticas",0.25
"1455","Informática","32","Supervisores en ingeniería de minas, de industrias manufactureras y de la construcción",0.15
"1456","Informática","58","Trabajadores de los servicios personales",0.15
"1457","Informática","00","Ocupaciones militares",0.14
"1458","Informática","29","Profesionales de la cultura y el espectáculo",0.14
"1459","Informática","51","Trabajadores asalariados de los servicios de restauración",0.13
"1460","Informática","94","Recogedores de residuos urbanos, vendedores callejeros y otras ocupaciones elementales en
servicios",0.13
"1461","Informática","14","Directores y gerentes de empresas de alojamiento, restauración y comercio",0.11
"1462","Informática","53","Comerciantes propietarios de tiendas",0.05
"1463","Ingeniería química industrial e Ingeniería medioambiental","24","Profesionales de la ciencias físicas, químicas, matemáticas y de las ingenierías",44.36
"1464","Ingeniería química industrial e Ingeniería medioambiental","22","Profesionales de la enseñanza infantil, primaria, secundaria y postsecundaria",10.42
"1465","Ingeniería química industrial e Ingeniería medioambiental","31","Técnicos de las ciencias y de las ingenierías",7.66
"1466","Ingeniería química industrial e Ingeniería medioambiental","26","Especialistas en organización de la administración pública y de las empresas y en la
comercialización",4.43
"1467","Ingeniería química industrial e Ingeniería medioambiental","81","Operadores de instalaciones y maquinaria fijas",3.71
"1468","Ingeniería química industrial e Ingeniería medioambiental","35","Representantes, agentes comerciales y afines",3.29
"1469","Ingeniería química industrial e Ingeniería medioambiental","43","Otros empleados administrativos sin tareas de atención al público",3.07
"1470","Ingeniería química industrial e Ingeniería medioambiental","23","Otros profesionales de la enseñanza",2.57
"1471","Ingeniería química industrial e Ingeniería medioambiental","12","Directores de departamentos administrativos y comerciales",2.42
"1472","Ingeniería química industrial e Ingeniería medioambiental","32","Supervisores en ingeniería de minas, de industrias manufactureras y de la construcción",2.2
"1473","Ingeniería química industrial e Ingeniería medioambiental","25","Profesionales en derecho",2.07
"1474","Ingeniería química industrial e Ingeniería medioambiental","54","Vendedores (excepto en tiendas y almacenes)",1.71
"1475","Ingeniería química industrial e Ingeniería medioambiental","41","Empleados en servicios contables, financieros, y de servicios de apoyo a la producción y al
transporte",1.57
"1476","Ingeniería química industrial e Ingeniería medioambiental","97","Peones de las industrias manufactureras",1.54
"1477","Ingeniería química industrial e Ingeniería medioambiental","77","Trabajadores de la industria de la alimentación, bebidas y tabaco",1.42
"1478","Ingeniería química industrial e Ingeniería medioambiental","84","Conductores de vehículos para el transporte urbano o por carretera",1.27
"1479","Ingeniería química industrial e Ingeniería medioambiental","38","Técnicos de las tecnologías de la información y las comunicaciones (tic)",1.17
"1480","Ingeniería química industrial e Ingeniería medioambiental","15","Directores y gerentes de otras empresas de servicios no clasificados bajo otros epígrafes",0.99
"1481","Ingeniería química industrial e Ingeniería medioambiental","76","Mecánicos de precisión en metales, ceramistas, vidrieros, artesanos y trabajadores de artes
gráficas.",0.99
"1482","Ingeniería química industrial e Ingeniería medioambiental","61","Trabajadores cualificados en actividades agrícolas",0.92
"1483","Ingeniería química industrial e Ingeniería medioambiental","52","Dependientes en tiendas y almacenes",0.91
"1484","Ingeniería química industrial e Ingeniería medioambiental","51","Trabajadores asalariados de los servicios de restauración",0.66
"1485","Ingeniería química industrial e Ingeniería medioambiental","37","Profesionales de apoyo de servicios jurídicos, sociales, culturales, deportivos y afines",0.38
"1486","Ingeniería química industrial e Ingeniería medioambiental","33","Técnicos sanitarios y profesionales de las terapias alternativas",0.28
"1487","Ingeniería de la energía","24","Profesionales de la ciencias físicas, químicas, matemáticas y de las ingenierías",33.65
"1488","Ingeniería de la energía","38","Técnicos de las tecnologías de la información y las comunicaciones (tic)",9.9
"1489","Ingeniería de la energía","26","Especialistas en organización de la administración pública y de las empresas y en la
comercialización",8.77
"1490","Ingeniería de la energía","31","Técnicos de las ciencias y de las ingenierías",7.85
"1491","Ingeniería de la energía","32","Supervisores en ingeniería de minas, de industrias manufactureras y de la construcción",7.61
"1492","Ingeniería de la energía","27","Profesionales de las tecnologías de la información",5.72
"1493","Ingeniería de la energía","13","Directores de producción y operaciones",3.82
"1494","Ingeniería de la energía","28","Profesionales en ciencias sociales",3.51
"1495","Ingeniería de la energía","23","Otros profesionales de la enseñanza",3.26
"1496","Ingeniería de la energía","12","Directores de departamentos administrativos y comerciales",1.91
"1497","Ingeniería de la energía","33","Técnicos sanitarios y profesionales de las terapias alternativas",1.91
"1498","Ingeniería de la energía","73","Soldadores, chapistas, montadores de estructuras metálicas, herreros, elaboradores de
herramientas y afines",1.91
"1499","Ingeniería de la energía","15","Directores y gerentes de otras empresas de servicios no clasificados bajo otros epígrafes",1.88
"1500","Ingeniería de la energía","35","Representantes, agentes comerciales y afines",1.84
"1501","Ingeniería de la energía","22","Profesionales de la enseñanza infantil, primaria, secundaria y postsecundaria",1.72
"1502","Ingeniería de la energía","43","Otros empleados administrativos sin tareas de atención al público",1.72
"1503","Ingeniería de la energía","36","Profesionales de apoyo a la gestión administrativa; técnicos de las fuerzas y cuerpos de
seguridad",1.6
"1504","Ingeniería de la energía","97","Peones de las industrias manufactureras",1.42
"1505","Ingeniería eléctrica","24","Profesionales de la ciencias físicas, químicas, matemáticas y de las ingenierías",40.19
"1506","Ingeniería eléctrica","31","Técnicos de las ciencias y de las ingenierías",10.61
"1507","Ingeniería eléctrica","22","Profesionales de la enseñanza infantil, primaria, secundaria y postsecundaria",9.09
"1508","Ingeniería eléctrica","26","Especialistas en organización de la administración pública y de las empresas y en la
comercialización",6.2
"1509","Ingeniería eléctrica","12","Directores de departamentos administrativos y comerciales",5.33
"1510","Ingeniería eléctrica","13","Directores de producción y operaciones",4.74
"1511","Ingeniería eléctrica","35","Representantes, agentes comerciales y afines",3.39
"1512","Ingeniería eléctrica","75","Trabajadores especializados en electricidad y electrotecnología",3.08
"1513","Ingeniería eléctrica","32","Supervisores en ingeniería de minas, de industrias manufactureras y de la construcción",2.51
"1514","Ingeniería eléctrica","33","Técnicos sanitarios y profesionales de las terapias alternativas",1.97
"1515","Ingeniería eléctrica","43","Otros empleados administrativos sin tareas de atención al público",1.94
"1516","Ingeniería eléctrica","34","Profesionales de apoyo en finanzas y matemáticas",1.66
"1517","Ingeniería eléctrica","25","Profesionales en derecho",1.12
"1518","Ingeniería eléctrica","98","Peones del transporte, descargadores y reponedores",1.04
"1519","Ingeniería eléctrica","59","Trabajadores de los servicios de protección y seguridad",1
"1520","Ingeniería eléctrica","96","Peones de la construcción y de la minería",1
"1521","Ingeniería eléctrica","97","Peones de las industrias manufactureras",1
"1522","Ingeniería eléctrica","72","Trabajadores de acabado de construcciones e instalaciones (excepto electricistas), pintores y
afines",0.84
"1523","Ingeniería eléctrica","81","Operadores de instalaciones y maquinaria fijas",0.73
"1524","Ingeniería eléctrica","41","Empleados en servicios contables, financieros, y de servicios de apoyo a la producción y al
transporte",0.64
"1525","Ingeniería eléctrica","21","Profesionales de la salud",0.37
"1526","Ingeniería eléctrica","38","Técnicos de las tecnologías de la información y las comunicaciones (tic)",0.37
"1527","Ingeniería eléctrica","14","Directores y gerentes de empresas de alojamiento, restauración y comercio",0.35
"1528","Ingeniería eléctrica","51","Trabajadores asalariados de los servicios de restauración",0.34
"1529","Ingeniería eléctrica","27","Profesionales de las tecnologías de la información",0.3
"1530","Ingeniería eléctrica","58","Trabajadores de los servicios personales",0.19
"1531","Ingeniería de computadores","27","Profesionales de las tecnologías de la información",46.78
"1532","Ingeniería de computadores","38","Técnicos de las tecnologías de la información y las comunicaciones (tic)",18.62
"1533","Ingeniería de computadores","22","Profesionales de la enseñanza infantil, primaria, secundaria y postsecundaria",12.74
"1534","Ingeniería de computadores","24","Profesionales de la ciencias físicas, químicas, matemáticas y de las ingenierías",8.26
"1535","Ingeniería de computadores","13","Directores de producción y operaciones",7.24
"1536","Ingeniería de computadores","41","Empleados en servicios contables, financieros, y de servicios de apoyo a la producción y al
transporte",3.69
"1537","Ingeniería de computadores","35","Representantes, agentes comerciales y afines",2.67
"1538","Ingeniería de sonido e imagen","27","Profesionales de las tecnologías de la información",21.66
"1539","Ingeniería de sonido e imagen","24","Profesionales de la ciencias físicas, químicas, matemáticas y de las ingenierías",20.49
"1540","Ingeniería de sonido e imagen","38","Técnicos de las tecnologías de la información y las comunicaciones (tic)",17.18
"1541","Ingeniería de sonido e imagen","22","Profesionales de la enseñanza infantil, primaria, secundaria y postsecundaria",11.67
"1542","Ingeniería de sonido e imagen","26","Especialistas en organización de la administración pública y de las empresas y en la
comercialización",6.57
"1543","Ingeniería de sonido e imagen","54","Vendedores (excepto en tiendas y almacenes)",5.94
"1544","Ingeniería de sonido e imagen","43","Otros empleados administrativos sin tareas de atención al público",3.47
"1545","Ingeniería de sonido e imagen","12","Directores de departamentos administrativos y comerciales",3.15
"1546","Ingeniería de sonido e imagen","52","Dependientes en tiendas y almacenes",3
"1547","Ingeniería de sonido e imagen","15","Directores y gerentes de otras empresas de servicios no clasificados bajo otros epígrafes",1.93
"1548","Ingeniería de sonido e imagen","21","Profesionales de la salud",1.54
"1549","Ingeniería de sonido e imagen","31","Técnicos de las ciencias y de las ingenierías",1.43
"1550","Ingeniería de sonido e imagen","29","Profesionales de la cultura y el espectáculo",1.01
"1551","Ingeniería de sonido e imagen","23","Otros profesionales de la enseñanza",0.94
"1552","Ingeniería de telecomunicación","24","Profesionales de la ciencias físicas, químicas, matemáticas y de las ingenierías",32.78
"1553","Ingeniería de telecomunicación","27","Profesionales de las tecnologías de la información",15.76
"1554","Ingeniería de telecomunicación","38","Técnicos de las tecnologías de la información y las comunicaciones (tic)",12.43
"1555","Ingeniería de telecomunicación","22","Profesionales de la enseñanza infantil, primaria, secundaria y postsecundaria",10.89
"1556","Ingeniería de telecomunicación","26","Especialistas en organización de la administración pública y de las empresas y en la
comercialización",6.55
"1557","Ingeniería de telecomunicación","31","Técnicos de las ciencias y de las ingenierías",6.43
"1558","Ingeniería de telecomunicación","13","Directores de producción y operaciones",2.9
"1559","Ingeniería de telecomunicación","12","Directores de departamentos administrativos y comerciales",2.47
"1560","Ingeniería de telecomunicación","29","Profesionales de la cultura y el espectáculo",2.13
"1561","Ingeniería de telecomunicación","21","Profesionales de la salud",1.63
"1562","Ingeniería de telecomunicación","44","Empleados de agencias de viajes, recepcionistas y telefonistas; empleados de ventanilla y
afines (excepto taquilleros)",1.1
"1563","Ingeniería de telecomunicación","59","Trabajadores de los servicios de protección y seguridad",1.1
"1564","Ingeniería de telecomunicación","54","Vendedores (excepto en tiendas y almacenes)",0.93
"1565","Ingeniería de telecomunicación","51","Trabajadores asalariados de los servicios de restauración",0.75
"1566","Ingeniería de telecomunicación","32","Supervisores en ingeniería de minas, de industrias manufactureras y de la construcción",0.64
"1567","Ingeniería de telecomunicación","25","Profesionales en derecho",0.55
"1568","Ingeniería de telecomunicación","41","Empleados en servicios contables, financieros, y de servicios de apoyo a la producción y al
transporte",0.55
"1569","Ingeniería de telecomunicación","43","Otros empleados administrativos sin tareas de atención al público",0.23
"1570","Ingeniería de telecomunicación","35","Representantes, agentes comerciales y afines",0.16
"1571","Ingeniería electrónica industrial y automática","24","Profesionales de la ciencias físicas, químicas, matemáticas y de las ingenierías",45.94
"1572","Ingeniería electrónica industrial y automática","22","Profesionales de la enseñanza infantil, primaria, secundaria y postsecundaria",11.83
"1573","Ingeniería electrónica industrial y automática","27","Profesionales de las tecnologías de la información",8.38
"1574","Ingeniería electrónica industrial y automática","12","Directores de departamentos administrativos y comerciales",4.77
"1575","Ingeniería electrónica industrial y automática","31","Técnicos de las ciencias y de las ingenierías",4.67
"1576","Ingeniería electrónica industrial y automática","38","Técnicos de las tecnologías de la información y las comunicaciones (tic)",4.58
"1577","Ingeniería electrónica industrial y automática","32","Supervisores en ingeniería de minas, de industrias manufactureras y de la construcción",2.63
"1578","Ingeniería electrónica industrial y automática","41","Empleados en servicios contables, financieros, y de servicios de apoyo a la producción y al
transporte",2.3
"1579","Ingeniería electrónica industrial y automática","75","Trabajadores especializados en electricidad y electrotecnología",1.89
"1580","Ingeniería electrónica industrial y automática","11","Miembros del poder ejecutivo y de los cuerpos legislativos; directivos de la administración
pública y organizaciones de interés social; directores ejecutivos",1.67
"1581","Ingeniería electrónica industrial y automática","73","Soldadores, chapistas, montadores de estructuras metálicas, herreros, elaboradores de
herramientas y afines",1.63
"1582","Ingeniería electrónica industrial y automática","26","Especialistas en organización de la administración pública y de las empresas y en la
comercialización",1.58
"1583","Ingeniería electrónica industrial y automática","74","Mecánicos y ajustadores de maquinaria",1.01
"1584","Ingeniería electrónica industrial y automática","43","Otros empleados administrativos sin tareas de atención al público",0.99
"1585","Ingeniería electrónica industrial y automática","15","Directores y gerentes de otras empresas de servicios no clasificados bajo otros epígrafes",0.87
"1586","Ingeniería electrónica industrial y automática","33","Técnicos sanitarios y profesionales de las terapias alternativas",0.77
"1587","Ingeniería electrónica industrial y automática","23","Otros profesionales de la enseñanza",0.73
"1588","Ingeniería electrónica industrial y automática","00","Ocupaciones militares",0.68
"1589","Ingeniería electrónica industrial y automática","76","Mecánicos de precisión en metales, ceramistas, vidrieros, artesanos y trabajadores de artes
gráficas.",0.62
"1590","Ingeniería electrónica industrial y automática","72","Trabajadores de acabado de construcciones e instalaciones (excepto electricistas), pintores y
afines",0.48
"1591","Ingeniería electrónica industrial y automática","13","Directores de producción y operaciones",0.46
"1592","Ingeniería electrónica industrial y automática","52","Dependientes en tiendas y almacenes",0.41
"1593","Ingeniería electrónica industrial y automática","51","Trabajadores asalariados de los servicios de restauración",0.29
"1594","Ingeniería electrónica industrial y automática","81","Operadores de instalaciones y maquinaria fijas",0.29
"1595","Ingeniería electrónica industrial y automática","35","Representantes, agentes comerciales y afines",0.16
"1596","Ingeniería electrónica industrial y automática","94","Recogedores de residuos urbanos, vendedores callejeros y otras ocupaciones elementales en
servicios",0.16
"1597","Ingeniería electrónica industrial y automática","83","Maquinistas de locomotoras, operadores de maquinaria agrícola y de equipos pesados
móviles, y marineros",0.11
"1598","Ingeniería electrónica industrial y automática","25","Profesionales en derecho",0.09
"1599","Ingeniería en electrónica","38","Técnicos de las tecnologías de la información y las comunicaciones (tic)",24.09
"1600","Ingeniería en electrónica","26","Especialistas en organización de la administración pública y de las empresas y en la
comercialización",18.28
"1601","Ingeniería en electrónica","24","Profesionales de la ciencias físicas, químicas, matemáticas y de las ingenierías",17.78
"1602","Ingeniería en electrónica","27","Profesionales de las tecnologías de la información",16.42
"1603","Ingeniería en electrónica","22","Profesionales de la enseñanza infantil, primaria, secundaria y postsecundaria",5.03
"1604","Ingeniería en electrónica","31","Técnicos de las ciencias y de las ingenierías",4.15
"1605","Ingeniería en electrónica","35","Representantes, agentes comerciales y afines",3.98
"1606","Ingeniería en electrónica","41","Empleados en servicios contables, financieros, y de servicios de apoyo a la producción y al
transporte",3.03
"1607","Ingeniería en electrónica","21","Profesionales de la salud",2.4
"1608","Ingeniería en electrónica","23","Otros profesionales de la enseñanza",2.26
"1609","Ingeniería en electrónica","12","Directores de departamentos administrativos y comerciales",1.72
"1610","Ingeniería en electrónica","36","Profesionales de apoyo a la gestión administrativa; técnicos de las fuerzas y cuerpos de
seguridad",0.87
"1611","Ingeniería en diseño industrial y desarrollo del producto","24","Profesionales de la ciencias físicas, químicas, matemáticas y de las ingenierías",40.11
"1612","Ingeniería en diseño industrial y desarrollo del producto","31","Técnicos de las ciencias y de las ingenierías",16.71
"1613","Ingeniería en diseño industrial y desarrollo del producto","22","Profesionales de la enseñanza infantil, primaria, secundaria y postsecundaria",14.38
"1614","Ingeniería en diseño industrial y desarrollo del producto","26","Especialistas en organización de la administración pública y de las empresas y en la
comercialización",4.55
"1615","Ingeniería en diseño industrial y desarrollo del producto","27","Profesionales de las tecnologías de la información",4.43
"1616","Ingeniería en diseño industrial y desarrollo del producto","37","Profesionales de apoyo de servicios jurídicos, sociales, culturales, deportivos y afines",2.6
"1617","Ingeniería en diseño industrial y desarrollo del producto","35","Representantes, agentes comerciales y afines",1.96
"1618","Ingeniería en diseño industrial y desarrollo del producto","45","Empleados administrativos con tareas de atención al público no clasificados bajo otros
epígrafes",1.96
"1619","Ingeniería en diseño industrial y desarrollo del producto","51","Trabajadores asalariados de los servicios de restauración",1.96
"1620","Ingeniería en diseño industrial y desarrollo del producto","38","Técnicos de las tecnologías de la información y las comunicaciones (tic)",1.91
"1621","Ingeniería en diseño industrial y desarrollo del producto","52","Dependientes en tiendas y almacenes",1.62
"1622","Ingeniería en diseño industrial y desarrollo del producto","53","Comerciantes propietarios de tiendas",1.44
"1623","Ingeniería en diseño industrial y desarrollo del producto","97","Peones de las industrias manufactureras",1.41
"1624","Ingeniería en diseño industrial y desarrollo del producto","29","Profesionales de la cultura y el espectáculo",1.39
"1625","Ingeniería en diseño industrial y desarrollo del producto","44","Empleados de agencias de viajes, recepcionistas y telefonistas; empleados de ventanilla y
afines (excepto taquilleros)",1.39
"1626","Ingeniería en diseño industrial y desarrollo del producto","59","Trabajadores de los servicios de protección y seguridad",1.21
"1627","Ingeniería en diseño industrial y desarrollo del producto","23","Otros profesionales de la enseñanza",0.99
"1628","Ingeniería en tecnologías industriales","24","Profesionales de la ciencias físicas, químicas, matemáticas y de las ingenierías",54.58
"1629","Ingeniería en tecnologías industriales","31","Técnicos de las ciencias y de las ingenierías",7.13
"1630","Ingeniería en tecnologías industriales","12","Directores de departamentos administrativos y comerciales",5.19
"1631","Ingeniería en tecnologías industriales","22","Profesionales de la enseñanza infantil, primaria, secundaria y postsecundaria",5.04
"1632","Ingeniería en tecnologías industriales","27","Profesionales de las tecnologías de la información",4.47
"1633","Ingeniería en tecnologías industriales","38","Técnicos de las tecnologías de la información y las comunicaciones (tic)",3.94
"1634","Ingeniería en tecnologías industriales","26","Especialistas en organización de la administración pública y de las empresas y en la
comercialización",3.17
"1635","Ingeniería en tecnologías industriales","41","Empleados en servicios contables, financieros, y de servicios de apoyo a la producción y al
transporte",2.12
"1636","Ingeniería en tecnologías industriales","35","Representantes, agentes comerciales y afines",2.11
"1637","Ingeniería en tecnologías industriales","33","Técnicos sanitarios y profesionales de las terapias alternativas",1.31
"1638","Ingeniería en tecnologías industriales","13","Directores de producción y operaciones",1.29
"1639","Ingeniería en tecnologías industriales","43","Otros empleados administrativos sin tareas de atención al público",1.24
"1640","Ingeniería en tecnologías industriales","37","Profesionales de apoyo de servicios jurídicos, sociales, culturales, deportivos y afines",1
"1641","Ingeniería en tecnologías industriales","29","Profesionales de la cultura y el espectáculo",0.84
"1642","Ingeniería en tecnologías industriales","71","Trabajadores en obras estructurales de construcción y afines",0.82
"1643","Ingeniería en tecnologías industriales","11","Miembros del poder ejecutivo y de los cuerpos legislativos; directivos de la administración
pública y organizaciones de interés social; directores ejecutivos",0.81
"1644","Ingeniería en tecnologías industriales","25","Profesionales en derecho",0.74
"1645","Ingeniería en tecnologías industriales","14","Directores y gerentes de empresas de alojamiento, restauración y comercio",0.65
"1646","Ingeniería en tecnologías industriales","21","Profesionales de la salud",0.55
"1647","Ingeniería en tecnologías industriales","45","Empleados administrativos con tareas de atención al público no clasificados bajo otros
epígrafes",0.45
"1648","Ingeniería en tecnologías industriales","32","Supervisores en ingeniería de minas, de industrias manufactureras y de la construcción",0.44
"1649","Ingeniería en tecnologías industriales","78","Trabajadores de la madera, textil, confección, piel, cuero, calzado y otros operarios en oficios",0.41
"1650","Ingeniería en tecnologías industriales","00","Ocupaciones militares",0.4
"1651","Ingeniería en tecnologías industriales","76","Mecánicos de precisión en metales, ceramistas, vidrieros, artesanos y trabajadores de artes
gráficas.",0.37
"1652","Ingeniería en tecnologías industriales","36","Profesionales de apoyo a la gestión administrativa; técnicos de las fuerzas y cuerpos de
seguridad",0.27
"1653","Ingeniería en tecnologías industriales","77","Trabajadores de la industria de la alimentación, bebidas y tabaco",0.22
"1654","Ingeniería en tecnologías industriales","97","Peones de las industrias manufactureras",0.18
"1655","Ingeniería en tecnologías industriales","54","Vendedores (excepto en tiendas y almacenes)",0.15
"1656","Ingeniería en tecnologías industriales","82","Montadores y ensambladores en fábricas",0.1
"1657","Ingeniería mecánica","24","Profesionales de la ciencias físicas, químicas, matemáticas y de las ingenierías",48.91
"1658","Ingeniería mecánica","31","Técnicos de las ciencias y de las ingenierías",10.14
"1659","Ingeniería mecánica","22","Profesionales de la enseñanza infantil, primaria, secundaria y postsecundaria",6.79
"1660","Ingeniería mecánica","26","Especialistas en organización de la administración pública y de las empresas y en la
comercialización",4.3
"1661","Ingeniería mecánica","13","Directores de producción y operaciones",2.97
"1662","Ingeniería mecánica","12","Directores de departamentos administrativos y comerciales",2.65
"1663","Ingeniería mecánica","35","Representantes, agentes comerciales y afines",2.46
"1664","Ingeniería mecánica","27","Profesionales de las tecnologías de la información",2.44
"1665","Ingeniería mecánica","43","Otros empleados administrativos sin tareas de atención al público",2.43
"1666","Ingeniería mecánica","41","Empleados en servicios contables, financieros, y de servicios de apoyo a la producción y al
transporte",2.37
"1667","Ingeniería mecánica","38","Técnicos de las tecnologías de la información y las comunicaciones (tic)",2.24
"1668","Ingeniería mecánica","97","Peones de las industrias manufactureras",1.36
"1669","Ingeniería mecánica","32","Supervisores en ingeniería de minas, de industrias manufactureras y de la construcción",1.17
"1670","Ingeniería mecánica","23","Otros profesionales de la enseñanza",1.1
"1671","Ingeniería mecánica","33","Técnicos sanitarios y profesionales de las terapias alternativas",0.87
"1672","Ingeniería mecánica","51","Trabajadores asalariados de los servicios de restauración",0.75
"1673","Ingeniería mecánica","81","Operadores de instalaciones y maquinaria fijas",0.73
"1674","Ingeniería mecánica","75","Trabajadores especializados en electricidad y electrotecnología",0.69
"1675","Ingeniería mecánica","11","Miembros del poder ejecutivo y de los cuerpos legislativos; directivos de la administración
pública y organizaciones de interés social; directores ejecutivos",0.62
"1676","Ingeniería mecánica","59","Trabajadores de los servicios de protección y seguridad",0.62
"1677","Ingeniería mecánica","36","Profesionales de apoyo a la gestión administrativa; técnicos de las fuerzas y cuerpos de
seguridad",0.61
